Country1,Country2,Difference
Italy,Latvia,65.49809157525127
Italy,Lithuania,60.481402100149765
Italy,Luxembourg,38.28837943815329
Italy,Malta,52.79204485526205
Italy,Moldova,55.344376408086845
Italy,Ukraine,56.84188596448925
Italy,Africa East,70.05711955254797
Italy,Arab countries,64.35837163881635
Italy,Algeria,67.48333127521195
Italy,Argentina,62.63385665915839
Italy,Brazil,58.111960903070546
Italy,Burkina Faso,59.983331017875294
Italy,Chile,84.8940516172953
Italy,Costa Rica,82.90355842785037
Italy,Dominican Rep,64.01562309311689
Italy,Egypt,74.54528824815154
Italy,Georgia,46.32493928760188
Italy,Greece,63.047601064592456
Italy,Iceland,65.0
Italy,Iran,67.69785816405124
Italy,Iraq,58.56620185738529
Italy,Jordan,66.84309986827361
Italy,Mali,71.15476090888086
Italy,Morocco,62.22539674441618
Italy,Peru,79.22120928135344
Italy,Philippines,78.54298186343577
Italy,Poland,38.34057902536163
Italy,Portugal,77.6530746332687
Italy,Rwanda,64.52906321960671
Italy,Slovenia,77.9743547584717
Italy,Spain,44.090815370097204
Italy,Tanzania,57.99137866959192
Italy,Thailand,76.25614729318549
Italy,Turkey,55.569775957799216
Italy,Uganda,73.36893075410055
Italy,Uruguay,71.58212067269312
Italy,Zambia,72.39475119095306
Italy,Zimbabwe,65.35288822997802
Italy,Africa West,99.44847912361456
Italy,Colombia,97.11848433743187
Italy,Ecuador,90.89004345911603
Italy,El Salvador,99.6393496566492
Italy,Ghana,95.65040512198576
Italy,Mexico,94.78923989567592
Italy,Nigeria,96.72641831474998
Italy,Puerto Rico,107.64757312638311
Italy,Trinidad and Tobago,94.64142856064674
Italy,Venezuela,109.50799057603056
Italy,Bulgaria,61.44916598294886
Italy,Croatia,57.62811813689564
Italy,Guatemala,93.84561790515315
Italy,Korea South,77.76245880886226
Italy,Montenegro,59.91660871578097
Italy,Pakistan,72.90404652692469
Italy,Panama,84.64041587799531
Italy,Romania,70.04284403134984
Italy,Russia,72.62231062146122
Italy,Serbia,70.71067811865476
Italy,Suriname,60.06662967072483
Italy,Taiwan,74.77298977572049
Italy,Albania,60.81118318204309
Italy,Armenia,65.69627082262737
Italy,Azerbaijan,65.08456038109192
Italy,Bangladesh,69.15200647848188
Italy,Bosnia,54.57105459856901
Italy,China,82.39538822045807
Italy,Hong Kong,73.34166619323561
Italy,India,55.226805085936306
Italy,Indonesia,77.44675590365293
Italy,Kyrgyz Rep,64.05466415492317
Italy,Macedonia Rep,69.18092222571191
Italy,Malaysia,92.01086892318754
Italy,Singapore,95.1945376584182
Italy,Slovak Rep,76.99350621968063
Italy,Vietnam,80.63498000247783
Japan,Australia,101.77917272212424
Japan,Austria,62.4099351065197
Japan,Canada,92.44457799135652
Japan,Denmark,129.1317157014496
Japan,Finland,96.46242791885346
Japan,Great Britain,91.64060235506966
Japan,Ireland,99.27235264664579
Japan,Israel,83.42062095189654
Japan,Jamaica,91.63514609580758
Japan,Netherlands,103.00970828033637
Japan,New Zealand,97.18538984847466
Japan,Norway,115.62439189029277
Japan,Saudi Arabia,96.34313675607619
Japan,South Africa,82.81304245105356
Japan,Sweden,125.47509713086498
Japan,Switzerland,58.625932828399414
Japan,U.S.A.,99.72963451251589
Japan,Belarus,75.45197147855052
Japan,Belgium,53.925875050851054
Japan,Czech Rep,49.13247398615299
Japan,Estonia,79.7057087039567
Japan,France,64.97691897897283
Japan,Germany,49.0
Japan,Hungary,48.88762624632127
Japan,Italy,51.99038372622383
Japan,Japan,0.0
Japan,Latvia,100.57335631269348
Japan,Lithuania,86.93100712634129
Japan,Luxembourg,60.60528029800704
Japan,Malta,68.92024376045111
Japan,Moldova,78.79086241436883
Japan,Ukraine,80.11242100947892
Japan,Africa East,90.09439494219383
Japan,Arab countries,85.84287972802403
Japan,Algeria,85.492689745966
Japan,Argentina,81.2773031048644
Japan,Brazil,69.89992846920518
Japan,Burkina Faso,84.07734534343957
Japan,Chile,95.18403227432636
Japan,Costa Rica,90.36592278065886
Japan,Dominican Rep,85.73797291748855
Japan,Egypt,103.45047124107265
Japan,Georgia,70.68946173228369
Japan,Greece,62.56196927846821
Japan,Iceland,83.05419917138447
Japan,Iran,96.5090669315583
Japan,Iraq,85.38735269347563
Japan,Jordan,94.96841580230766
Japan,Mali,90.37698822156003
Japan,Morocco,91.43850392476902
Japan,Peru,88.42510955605314
Japan,Philippines,93.71232576347681
Japan,Poland,63.42712353559792
Japan,Portugal,91.44943958275523
Japan,Rwanda,91.55872432488343
Japan,Slovenia,89.4371287553441
Japan,Spain,66.9552089086428
Japan,Tanzania,80.33679107357973
Japan,Thailand,91.79324593890337
Japan,Turkey,67.72739475278819
Japan,Uganda,86.95976080923866
Japan,Uruguay,86.18004409374598
Japan,Zambia,89.92218858546538
Japan,Zimbabwe,92.11948762341224
Japan,Africa West,112.1918000568669
Japan,Colombia,98.33107342035883
Japan,Ecuador,91.18113840043894
Japan,El Salvador,103.60984509205677
Japan,Ghana,106.38608931622592
Japan,Mexico,94.2443632266673
Japan,Nigeria,103.68702908271604
Japan,Puerto Rico,115.96982366115765
Japan,Trinidad and Tobago,103.71113729971339
Japan,Venezuela,105.70241246064349
Japan,Bulgaria,67.9926466612383
Japan,Croatia,68.41052550594829
Japan,Guatemala,91.35644476444998
Japan,Korea South,65.71149062378664
Japan,Montenegro,70.30647196382421
Japan,Pakistan,82.10968274204937
Japan,Panama,84.63450832845902
Japan,Romania,78.39005038906404
Japan,Russia,74.78636239315294
Japan,Serbia,75.23961722390672
Japan,Suriname,71.90966555338719
Japan,Taiwan,62.928530890209096
Japan,Albania,73.76313442364011
Japan,Armenia,78.42831121476479
Japan,Azerbaijan,77.29812416870153
Japan,Bangladesh,78.36453279386026
Japan,Bosnia,71.01408311032397
Japan,China,79.76214641043707
Japan,Hong Kong,86.04649905719582
Japan,India,79.89367934949547
Japan,Indonesia,81.4186710773395
Japan,Kyrgyz Rep,74.06753674856482
Japan,Macedonia Rep,77.6595132614157
Japan,Malaysia,102.44510725261603
Japan,Singapore,103.01941564578979
Japan,Slovak Rep,68.98550572402873
Japan,Vietnam,93.8669270829721
Latvia,Australia,94.61500938011896
Latvia,Austria,94.04254356406997
Latvia,Canada,79.45438943192504
Latvia,Denmark,82.13403679352427
Latvia,Finland,58.0689245638319
Latvia,Great Britain,89.07861696277058
Latvia,Ireland,96.17692030835673
Latvia,Israel,77.85884663928692
Latvia,Jamaica,90.17760254076397
Latvia,Netherlands,57.358521598799946
Latvia,New Zealand,91.11531155629113
Latvia,Norway,57.09640969448079
Latvia,Saudi Arabia,60.241181927316134
Latvia,South Africa,72.49137879775773
Latvia,Sweden,76.30858405186143
Latvia,Switzerland,81.75573374387878
Latvia,U.S.A.,91.80958555619343
Latvia,Belarus,33.075670817082454
Latvia,Belgium,74.54528824815154
Latvia,Czech Rep,54.72659317004851
Latvia,Estonia,27.27636339397171
Latvia,France,59.3548650070068
Latvia,Germany,65.3299318842443
Latvia,Hungary,84.56358554366058
Latvia,Italy,65.49809157525127
Latvia,Japan,100.57335631269348
Latvia,Latvia,0.0
Latvia,Lithuania,19.6468827043885
Latvia,Luxembourg,60.991802727907626
Latvia,Malta,78.04485889538144
Latvia,Moldova,30.903074280724887
Latvia,Ukraine,27.2213151776324
Latvia,Africa East,74.10802925459562
Latvia,Arab countries,82.6922003577121
Latvia,Algeria,77.82030583337487
Latvia,Argentina,90.22749026765624
Latvia,Brazil,78.47929663293371
Latvia,Burkina Faso,72.0832851637604
Latvia,Chile,89.04493247793498
Latvia,Costa Rica,72.75300681071539
Latvia,Dominican Rep,90.31057523900509
Latvia,Egypt,84.53993139339539
Latvia,Georgia,66.42288762166245
Latvia,Greece,90.17205775626948
Latvia,Iceland,86.41180474911978
Latvia,Iran,77.22046360907191
Latvia,Iraq,71.93052203341777
Latvia,Jordan,76.9285382676676
Latvia,Mali,80.88881257627658
Latvia,Morocco,79.88742078700501
Latvia,Peru,89.47625383307015
Latvia,Philippines,99.67447015158896
Latvia,Poland,76.27581530209953
Latvia,Portugal,80.34923770640266
Latvia,Rwanda,76.7333043730035
Latvia,Slovenia,70.19971509913698
Latvia,Spain,59.58187643906493
Latvia,Tanzania,69.40461079784254
Latvia,Thailand,76.93503753167343
Latvia,Turkey,71.95832127002409
Latvia,Uganda,85.55115428794635
Latvia,Uruguay,84.2852300228219
Latvia,Zambia,81.65169930871004
Latvia,Zimbabwe,80.86408349817613
Latvia,Africa West,113.4195750300626
Latvia,Colombia,122.99593489217439
Latvia,Ecuador,113.54734695271397
Latvia,El Salvador,114.82160075525859
Latvia,Ghana,115.02608399836969
Latvia,Mexico,126.53458025377884
Latvia,Nigeria,117.05554237198682
Latvia,Puerto Rico,127.89057822998534
Latvia,Trinidad and Tobago,114.08330289748802
Latvia,Venezuela,139.1977011304425
Latvia,Bulgaria,61.07372593840988
Latvia,Croatia,63.095166217389426
Latvia,Guatemala,96.61780374237452
Latvia,Korea South,74.57211275000863
Latvia,Montenegro,53.72150407425317
Latvia,Pakistan,74.27651041883968
Latvia,Panama,90.80748867797193
Latvia,Romania,76.62897624267207
Latvia,Russia,72.85602240034794
Latvia,Serbia,79.37253933193772
Latvia,Suriname,62.321745803531535
Latvia,Taiwan,78.79720807236764
Latvia,Albania,63.35613624582863
Latvia,Armenia,69.6419413859206
Latvia,Azerbaijan,70.04284403134984
Latvia,Bangladesh,80.33679107357973
Latvia,Bosnia,62.385895841928885
Latvia,China,92.62289133902051
Latvia,Hong Kong,78.36453279386026
Latvia,India,69.31089380465383
Latvia,Indonesia,80.99382692526635
Latvia,Kyrgyz Rep,69.13031173081747
Latvia,Macedonia Rep,70.18546858146635
Latvia,Malaysia,103.27632836231156
Latvia,Singapore,95.09994742374992
Latvia,Slovak Rep,120.65653732807021
Latvia,Vietnam,76.51143705355429
Lithuania,Australia,98.09179374443104
Lithuania,Austria,85.46344247688599
Lithuania,Canada,81.28345465099278
Lithuania,Denmark,87.57853618324526
Lithuania,Finland,61.57921727336261
Lithuania,Great Britain,88.14193099768123
Lithuania,Ireland,96.7574286553751
Lithuania,Israel,75.51158851461145
Lithuania,Jamaica,84.75848040166836
Lithuania,Netherlands,59.27900134111572
Lithuania,New Zealand,91.76055797563569
Lithuania,Norway,65.40642170307133
Lithuania,Saudi Arabia,63.45864795282043
Lithuania,South Africa,71.90966555338719
Lithuania,Sweden,80.11866199581718
Lithuania,Switzerland,73.08898685848642
Lithuania,U.S.A.,94.94735383358507
Lithuania,Belarus,21.2602916254693
Lithuania,Belgium,67.08949247087803
Lithuania,Czech Rep,45.46427168667722
Lithuania,Estonia,12.24744871391589
Lithuania,France,56.55970296951709
Lithuania,Germany,53.70288632839021
Lithuania,Hungary,79.16438593205912
Lithuania,Italy,60.481402100149765
Lithuania,Japan,86.93100712634129
Lithuania,Latvia,19.6468827043885
Lithuania,Lithuania,0.0
Lithuania,Luxembourg,53.98147830506312
Lithuania,Malta,75.27947927556353
Lithuania,Moldova,23.68543856465402
Lithuania,Ukraine,9.9498743710662
Lithuania,Africa East,72.81483365359011
Lithuania,Arab countries,83.05419917138447
Lithuania,Algeria,77.75602870517501
Lithuania,Argentina,89.52653238007156
Lithuania,Brazil,74.34379597518544
Lithuania,Burkina Faso,72.77362159464101
Lithuania,Chile,87.38993077008358
Lithuania,Costa Rica,66.65583245298194
Lithuania,Dominican Rep,90.8845421400141
Lithuania,Egypt,88.80878334939625
Lithuania,Georgia,64.51356446515724
Lithuania,Greece,84.42156122697565
Lithuania,Iceland,85.01176389182852
Lithuania,Iran,80.18104514160439
Lithuania,Iraq,73.2666363360568
Lithuania,Jordan,79.46068210127572
Lithuania,Mali,80.93824806604107
Lithuania,Morocco,82.76472678623425
Lithuania,Peru,87.07468059085832
Lithuania,Philippines,98.2598595561789
Lithuania,Poland,74.76630257007497
Lithuania,Portugal,80.0
Lithuania,Rwanda,78.76547467006087
Lithuania,Slovenia,67.61656601750786
Lithuania,Spain,56.7097875150313
Lithuania,Tanzania,68.05145112339633
Lithuania,Thailand,75.17313349861105
Lithuania,Turkey,67.5721836261046
Lithuania,Uganda,84.36231386110744
Lithuania,Uruguay,83.83316766053875
Lithuania,Zambia,80.20598481410225
Lithuania,Zimbabwe,83.18052656722004
Lithuania,Africa West,113.34901852243803
Lithuania,Colombia,119.7246841716444
Lithuania,Ecuador,109.05503197927182
Lithuania,El Salvador,112.74750551564323
Lithuania,Ghana,114.07453703609758
Lithuania,Mexico,123.02438782615421
Lithuania,Nigeria,114.79547029391011
Lithuania,Puerto Rico,127.12985487288185
Lithuania,Trinidad and Tobago,111.53026495081951
Lithuania,Venezuela,135.18135966175217
Lithuania,Bulgaria,51.90375708944392
Lithuania,Croatia,56.753854494650845
Lithuania,Guatemala,91.15371632577578
Lithuania,Korea South,58.146367040426526
Lithuania,Montenegro,44.96665431183423
Lithuania,Pakistan,67.46109990209172
Lithuania,Panama,85.0881895447306
Lithuania,Romania,72.62231062146122
Lithuania,Russia,65.1766829472013
Lithuania,Serbia,74.22937423958254
Lithuania,Suriname,57.06137047074842
Lithuania,Taiwan,63.30086887239384
Lithuania,Albania,55.67764362830022
Lithuania,Armenia,62.048368229954285
Lithuania,Azerbaijan,62.30569797378086
Lithuania,Bangladesh,74.87322618933953
Lithuania,Bosnia,54.93632677928149
Lithuania,China,81.03702857336269
Lithuania,Hong Kong,71.29516112612411
Lithuania,India,66.51315659326356
Lithuania,Indonesia,72.89718787443039
Lithuania,Kyrgyz Rep,61.04916051838878
Lithuania,Macedonia Rep,62.465990746965666
Lithuania,Malaysia,100.81666528902848
Lithuania,Singapore,87.82938005018595
Lithuania,Slovak Rep,112.0446339634344
Lithuania,Vietnam,70.96477999684069
Luxembourg,Australia,58.82176467941097
Luxembourg,Austria,42.09513035969837
Luxembourg,Canada,42.62628297189423
Luxembourg,Denmark,71.28814768248647
Luxembourg,Finland,37.841775856849004
Luxembourg,Great Britain,51.81698563212646
Luxembourg,Ireland,58.9406481131655
Luxembourg,Israel,39.74921382870358
Luxembourg,Jamaica,65.96969000988257
Luxembourg,Netherlands,46.281745861624536
Luxembourg,New Zealand,50.11985634456667
Luxembourg,Norway,56.28498911788115
Luxembourg,Saudi Arabia,45.53020975132884
Luxembourg,South Africa,32.93933818400121
Luxembourg,Sweden,67.17886572427373
Luxembourg,Switzerland,29.0516780926679
Luxembourg,U.S.A.,57.175169435691224
Luxembourg,Belarus,53.25410782277739
Luxembourg,Belgium,42.035699113967404
Luxembourg,Czech Rep,33.51119216023208
Luxembourg,Estonia,49.23413450036468
Luxembourg,France,35.70714214271425
Luxembourg,Germany,31.176914536239792
Luxembourg,Hungary,51.81698563212646
Luxembourg,Italy,38.28837943815329
Luxembourg,Japan,60.60528029800704
Luxembourg,Latvia,60.991802727907626
Luxembourg,Lithuania,53.98147830506312
Luxembourg,Luxembourg,0.0
Luxembourg,Malta,36.4828726939094
Luxembourg,Moldova,49.98999899979995
Luxembourg,Ukraine,53.786615435440815
Luxembourg,Africa East,57.879184513951124
Luxembourg,Arab countries,65.28399497579785
Luxembourg,Algeria,64.40496875241847
Luxembourg,Argentina,50.40833264451424
Luxembourg,Brazil,42.08325082500163
Luxembourg,Burkina Faso,65.3299318842443
Luxembourg,Chile,62.21736092120912
Luxembourg,Costa Rica,57.92236183029832
Luxembourg,Dominican Rep,56.3382640840131
Luxembourg,Egypt,84.74078120952154
Luxembourg,Georgia,46.8187996428785
Luxembourg,Greece,56.87706040223949
Luxembourg,Iceland,46.850827100489916
Luxembourg,Iran,60.091596750294464
Luxembourg,Iraq,65.34523701081817
Luxembourg,Jordan,57.688820407423826
Luxembourg,Mali,60.35726965329032
Luxembourg,Morocco,67.60177512462228
Luxembourg,Peru,66.9776081985614
Luxembourg,Philippines,78.33900688673555
Luxembourg,Poland,53.98147830506312
Luxembourg,Portugal,70.42726744663604
Luxembourg,Rwanda,59.84981202978001
Luxembourg,Slovenia,60.199667773169644
Luxembourg,Spain,33.015148038438355
Luxembourg,Tanzania,50.049975024968795
Luxembourg,Thailand,60.108235708594876
Luxembourg,Turkey,42.7551166528639
Luxembourg,Uganda,59.65735495309862
Luxembourg,Uruguay,59.27900134111572
Luxembourg,Zambia,63.0
Luxembourg,Zimbabwe,67.72739475278819
Luxembourg,Africa West,82.15838362577492
Luxembourg,Colombia,81.01851640211638
Luxembourg,Ecuador,77.40155037206942
Luxembourg,El Salvador,77.83315488916018
Luxembourg,Ghana,80.3305670339753
Luxembourg,Mexico,79.79348344319854
Luxembourg,Nigeria,77.34339015067803
Luxembourg,Puerto Rico,89.83317872590283
Luxembourg,Trinidad and Tobago,73.83088784512888
Luxembourg,Venezuela,93.75499986667377
Luxembourg,Bulgaria,61.237243569579455
Luxembourg,Croatia,50.82322303829225
Luxembourg,Guatemala,90.76893741803966
Luxembourg,Korea South,67.34240862933252
Luxembourg,Montenegro,58.48076606885378
Luxembourg,Pakistan,75.31932023060219
Luxembourg,Panama,82.98192574289898
Luxembourg,Romania,72.8285658241325
Luxembourg,Russia,75.20638270785267
Luxembourg,Serbia,69.29646455628166
Luxembourg,Suriname,64.5600495662759
Luxembourg,Taiwan,55.57877292636101
Luxembourg,Albania,61.05735008989499
Luxembourg,Armenia,64.2339474110069
Luxembourg,Azerbaijan,61.95159400693416
Luxembourg,Bangladesh,70.07139216541941
Luxembourg,Bosnia,43.382023926967726
Luxembourg,China,81.29575634681062
Luxembourg,Hong Kong,72.58787777583802
Luxembourg,India,59.312730505347666
Luxembourg,Indonesia,66.24198064671678
Luxembourg,Kyrgyz Rep,53.376024580330075
Luxembourg,Macedonia Rep,58.29236656715869
Luxembourg,Malaysia,83.2946576918352
Luxembourg,Singapore,82.26785520481253
Luxembourg,Slovak Rep,95.25754563287887
Luxembourg,Vietnam,68.48357467305573
Malta,Australia,64.8613906727261
Malta,Austria,62.601916903558156
Malta,Canada,56.42694391866354
Malta,Denmark,90.10549372818508
Malta,Finland,50.16971197844373
Malta,Great Britain,73.81056834898374
Malta,Ireland,74.81310045707235
Malta,Israel,47.21228653645151
Malta,Jamaica,91.67878707749138
Malta,Netherlands,64.08587988004847
Malta,New Zealand,64.52131430775415
Malta,Norway,68.02205524680947
Malta,Saudi Arabia,54.93632677928149
Malta,South Africa,33.94112549695428
Malta,Sweden,84.86459803710851
Malta,Switzerland,57.15767664977295
Malta,U.S.A.,66.70832032063167
Malta,Belarus,68.46166810705097
Malta,Belgium,41.182520563948
Malta,Czech Rep,49.839743177508446
Malta,Estonia,74.61233142048303
Malta,France,31.368774282716245
Malta,Germany,61.63602842493991
Malta,Hungary,61.35144660071187
Malta,Italy,52.79204485526205
Malta,Japan,68.92024376045111
Malta,Latvia,78.04485889538144
Malta,Lithuania,75.27947927556353
Malta,Luxembourg,36.4828726939094
Malta,Malta,0.0
Malta,Moldova,62.289646009589745
Malta,Ukraine,75.15317691222374
Malta,Africa East,62.93647591023825
Malta,Arab countries,58.625932828399414
Malta,Algeria,52.028838157314254
Malta,Argentina,33.823069050575526
Malta,Brazil,32.7414110874898
Malta,Burkina Faso,60.753600716336145
Malta,Chile,45.45327270945405
Malta,Costa Rica,59.177698502053964
Malta,Dominican Rep,41.2189276910499
Malta,Egypt,80.7093550959243
Malta,Georgia,46.50806381693394
Malta,Greece,34.75629439396553
Malta,Iceland,40.22437072223753
Malta,Iran,58.974570791146924
Malta,Iraq,62.8887907341205
Malta,Jordan,56.595052787324086
Malta,Mali,52.896124621752776
Malta,Morocco,62.8887907341205
Malta,Peru,53.879495172096775
Malta,Philippines,78.37091297158659
Malta,Poland,43.508619835614184
Malta,Portugal,53.319789947073126
Malta,Rwanda,57.28001396647874
Malta,Slovenia,49.24428900898052
Malta,Spain,25.98076211353316
Malta,Tanzania,52.15361924162119
Malta,Thailand,58.68560300448484
Malta,Turkey,31.606961258558215
Malta,Uganda,43.61192497471305
Malta,Uruguay,35.510561809129406
Malta,Zambia,64.24951361683604
Malta,Zimbabwe,62.960304954788775
Malta,Africa West,72.90404652692469
Malta,Colombia,65.01538279515087
Malta,Ecuador,68.33739825307956
Malta,El Salvador,54.872579673275794
Malta,Ghana,70.48404074682438
Malta,Mexico,60.29925372672534
Malta,Nigeria,67.54998149518622
Malta,Puerto Rico,75.94076639065476
Malta,Trinidad and Tobago,71.30217387990355
Malta,Venezuela,77.63375554486592
Malta,Bulgaria,64.73793323855806
Malta,Croatia,49.79959839195493
Malta,Guatemala,79.01898506055365
Malta,Korea South,77.84600182411425
Malta,Montenegro,62.185207244167
Malta,Pakistan,84.11896337925236
Malta,Panama,75.65051222562872
Malta,Romania,64.79969135728966
Malta,Russia,71.85401867675878
Malta,Serbia,59.64059020499378
Malta,Suriname,60.83584469702052
Malta,Taiwan,70.04284403134984
Malta,Albania,73.81734213584231
Malta,Armenia,81.03702857336269
Malta,Azerbaijan,78.7337284776988
Malta,Bangladesh,74.65252842335616
Malta,Bosnia,61.71709649683789
Malta,China,100.88607436113271
Malta,Hong Kong,92.11948762341224
Malta,India,73.45066371381542
Malta,Indonesia,76.30858405186143
Malta,Kyrgyz Rep,67.52777206453653
Malta,Macedonia Rep,68.94200461257273
Malta,Malaysia,84.3741666625514
Malta,Singapore,103.02912209661888
Malta,Slovak Rep,103.39729203417274
Malta,Vietnam,84.75258108164022
Moldova,Australia,95.19978991573458
Moldova,Austria,85.08231308562314
Moldova,Canada,79.435508432942
Moldova,Denmark,93.05374790947434
Moldova,Finland,59.21992907797171
Moldova,Great Britain,90.49861877399013
Moldova,Ireland,94.98947310097051
Moldova,Israel,72.24264668462804
Moldova,Jamaica,82.8190799272728
Moldova,Netherlands,64.95382975621992
Moldova,New Zealand,91.7986928011505
Moldova,Norway,66.79071791798619
Moldova,Saudi Arabia,54.91812087098393
Moldova,South Africa,63.229739838148944
Moldova,Sweden,85.48684109265004
Moldova,Switzerland,73.77669008569035
Moldova,U.S.A.,92.8654941299512
Moldova,Belarus,11.958260743101398
Moldova,Belgium,59.61543424315552
Moldova,Czech Rep,35.41186241925155
Moldova,Estonia,27.40437921208944
Moldova,France,44.40720662234904
Moldova,Germany,56.595052787324086
Moldova,Hungary,74.1215218408257
Moldova,Italy,55.344376408086845
Moldova,Japan,78.79086241436883
Moldova,Latvia,30.903074280724887
Moldova,Lithuania,23.68543856465402
Moldova,Luxembourg,49.98999899979995
Moldova,Malta,62.289646009589745
Moldova,Moldova,0.0
Moldova,Ukraine,21.95449840010015
Moldova,Africa East,57.55866572463264
Moldova,Arab countries,63.86704940734306
Moldova,Algeria,56.66568626602876
Moldova,Argentina,75.48509786706248
Moldova,Brazil,56.97367813297646
Moldova,Burkina Faso,53.28226721902888
Moldova,Chile,70.18546858146635
Moldova,Costa Rica,55.35341001239219
Moldova,Dominican Rep,76.40026177965623
Moldova,Egypt,72.34638899074369
Moldova,Georgia,46.50806381693394
Moldova,Greece,66.36264009214823
Moldova,Iceland,70.96477999684069
Moldova,Iran,66.01514977639603
Moldova,Iraq,55.072679252057455
Moldova,Jordan,65.33758489567853
Moldova,Mali,63.26136261573884
Moldova,Morocco,65.93178292750773
Moldova,Peru,67.40178039191547
Moldova,Philippines,81.59656855530139
Moldova,Poland,58.06031346797914
Moldova,Portugal,59.65735495309862
Moldova,Rwanda,62.64982043070834
Moldova,Slovenia,47.65501022977542
Moldova,Spain,40.28647415696737
Moldova,Tanzania,51.16639522186413
Moldova,Thailand,57.844619455918284
Moldova,Turkey,48.342527861087284
Moldova,Uganda,65.6505902486794
Moldova,Uruguay,65.30696746902278
Moldova,Zambia,63.245553203367585
Moldova,Zimbabwe,65.69627082262737
Moldova,Africa West,97.51410154434076
Moldova,Colombia,102.7861858422619
Moldova,Ecuador,91.06041950265768
Moldova,El Salvador,95.91141746424145
Moldova,Ghana,98.2242332624694
Moldova,Mexico,106.57391800998967
Moldova,Nigeria,99.69453345093702
Moldova,Puerto Rico,111.38671374989029
Moldova,Trinidad and Tobago,99.2874614440313
Moldova,Venezuela,118.36807001890332
Moldova,Bulgaria,30.967725134404045
Moldova,Croatia,34.66987164671943
Moldova,Guatemala,68.2934843158555
Moldova,Korea South,48.16637831516918
Moldova,Montenegro,23.979157616563597
Moldova,Pakistan,52.85830114561004
Moldova,Panama,62.4099351065197
Moldova,Romania,49.3051721424842
Moldova,Russia,45.858477951192405
Moldova,Serbia,50.92150822589606
Moldova,Suriname,35.93048844644336
Moldova,Taiwan,54.22176684690383
Moldova,Albania,40.11234224026316
Moldova,Armenia,50.428166732491874
Moldova,Azerbaijan,50.50742519669756
Moldova,Bangladesh,56.24055476255546
Moldova,Bosnia,45.28796749689701
Moldova,China,73.55270219373317
Moldova,Hong Kong,62.960304954788775
Moldova,India,55.072679252057455
Moldova,Indonesia,57.784080852774665
Moldova,Kyrgyz Rep,47.686476070265456
Moldova,Macedonia Rep,46.636895265444075
Moldova,Malaysia,85.14105942493316
Moldova,Singapore,82.77076778670111
Moldova,Slovak Rep,101.26697388586271
Moldova,Vietnam,60.93439094632849
Ukraine,Australia,100.14489502715553
Ukraine,Austria,84.8940516172953
Ukraine,Canada,83.45058418010026
Ukraine,Denmark,93.71766108903914
Ukraine,Finland,66.50563885867122
Ukraine,Great Britain,88.9719056781409
Ukraine,Ireland,98.36157786453
Ukraine,Israel,78.53024894905147
Ukraine,Jamaica,83.27664738688752
Ukraine,Netherlands,64.45928947793328
Ukraine,New Zealand,94.38749917229505
Ukraine,Norway,72.38093671679029
Ukraine,Saudi Arabia,66.16645675869307
Ukraine,South Africa,74.2563128629479
Ukraine,Sweden,86.13942186943211
Ukraine,Switzerland,71.53320907103218
Ukraine,U.S.A.,96.69539802906858
Ukraine,Belarus,15.0
Ukraine,Belgium,63.608175575157006
Ukraine,Czech Rep,40.07492981902776
Ukraine,Estonia,11.180339887498949
Ukraine,France,54.62600113499065
Ukraine,Germany,50.1098792654702
Ukraine,Hungary,75.21967827636595
Ukraine,Italy,56.84188596448925
Ukraine,Japan,80.11242100947892
Ukraine,Latvia,27.2213151776324
Ukraine,Lithuania,9.9498743710662
Ukraine,Luxembourg,53.786615435440815
Ukraine,Malta,75.15317691222374
Ukraine,Moldova,21.95449840010015
Ukraine,Ukraine,0.0
Ukraine,Africa East,72.54653678846427
Ukraine,Arab countries,81.18497397917918
Ukraine,Algeria,76.68767828015137
Ukraine,Argentina,90.04443347592343
Ukraine,Brazil,72.81483365359011
Ukraine,Burkina Faso,70.9859140956852
Ukraine,Chile,88.46468221838589
Ukraine,Costa Rica,68.7749954561976
Ukraine,Dominican Rep,91.52595260361949
Ukraine,Egypt,87.96590248499699
Ukraine,Georgia,62.42595614005443
Ukraine,Greece,82.17055433669655
Ukraine,Iceland,85.18215775618742
Ukraine,Iran,81.2896057316063
Ukraine,Iraq,71.60307255977219
Ukraine,Jordan,80.55432949258531
Ukraine,Mali,81.22807396460905
Ukraine,Morocco,81.92069335644078
Ukraine,Peru,86.57366805212772
Ukraine,Philippines,95.27853903162034
Ukraine,Poland,71.74259543674177
Ukraine,Portugal,80.06872048434394
Ukraine,Rwanda,78.84795495128583
Ukraine,Slovenia,67.7864293203293
Ukraine,Spain,56.1159513863928
Ukraine,Tanzania,67.11184694225007
Ukraine,Thailand,75.35250493513803
Ukraine,Turkey,65.94694837519019
Ukraine,Uganda,84.49852069711044
Ukraine,Uruguay,84.26743143112884
Ukraine,Zambia,79.00632886041473
Ukraine,Zimbabwe,82.3164625090267
Ukraine,Africa West,113.63538181394033
Ukraine,Colombia,118.97478724502936
Ukraine,Ecuador,107.08874824182044
Ukraine,El Salvador,113.32696060514462
Ukraine,Ghana,114.23659658795863
Ukraine,Mexico,121.56479753612885
Ukraine,Nigeria,114.85207877961983
Ukraine,Puerto Rico,127.5186260904657
Ukraine,Trinidad and Tobago,112.22299229658778
Ukraine,Venezuela,133.70489893792225
